key,som_key,lon,lat
B29A0056001,2059,264748.57,494835.22
B34B0439001,1762,236680.0,464250.0
B52C0468001,2021,185146.0,386490.0
B27H0024001,2333,218715.0,476390.0
B41B0211001,1939,236215.6,449211.4
B07C1799001,431,226099.0,577336.0
ASTE007001,2726,182245.0,380818.0
22CG312E001,1041,223256.0,500903.0
B46A1649001,1548,184622.0,421314.0
B39H0411001,530,170214.0,431301.0
B46C0253001,1909,182218.0,402720.0
B17D0199001,1755,238397.0,533477.0
B45G0269001,1610,168326.0,409330.0
B27A0435001,518,184180.0,490910.0
28CG29C001,1282,222470.0,478852.0
B27A0270001,639,186430.0,491920.0
B27D0338001,1107,195297.863,476911.4185
ANNA005001,1670,169044.0,409192.0
ASTE006001,1862,182337.0,380965.0
28CG07K001,1052,220946.0,480582.0
B33B0490001,1955,195578.16,464335.59
27HC004A001,1428,210560.0,483710.0
10-686001,1138,55113.0,427717.0
B26G0306001,2573,168661.82,481267.1
ASTE009001,2659,183391.0,380454.0
B52A0214001,2033,182872.0,398290.0
5233_PBF001,2744,114952.0,396420.0
REFV012_3001,1725,177797.0,413979.0
B07C1805001,619,226231.0,577111.0
B34C0108001,1341,224027.25,460698.66
B22C0553001,2809,220943.48,500582.36
B22C0674001,681,222624.78,506511.35
B34C0245001,1148,228870.0,457410.0
B27D0094001,1173,195816.02,482101.93
B34C0246001,1719,226027.23,458607.61
PEVE008001,2957,186629.0,380748.0
B34C0248001,1518,227016.41,457045.51
GROO006001,2595,181985.0,372773.0
B34C0322001,2007,225801.0,456201.0
B52A0217001,1970,183176.0,396927.0
B34C0215001,1775,224426.71,462272.58
B34B0471001,1400,234551.0,465997.0
MV003.230001,1694,235805.0,529725.0
B22C0558001,1117,221904.2,508023.62
B34C0189001,2795,229077.3451,456008.3847
B17C0396001,911,225745.0,535547.0
B45F0652001,704,174033.0,421841.0
B17D0071001,2736,238540.0,530600.0
B28H0454001,1507,252305.46,477580.85
B17C0173001,1089,226660.0,531600.0
